Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
12229.1,1117.19,1713.33,2983.55
11962.3,3065.94,2910.42,3295.04
11116.5,2001.38,2293.06,2443.11
16179.4,1024.11,1882.64,3444.59
2584.91,1275.59,1919.17,1741.19
11174.1,544.045,3440.39,4944.21
13691.7,2680.86,2139.59,3710.57
15900,2795.13,3256.11,3381.9
17156.5,990.759,2101.1,1955.31
13965.4,1064.56,3118.15,7450.01
14841.6,3976,1581.41,3448.76
12636.5,2961.58,1510.55,1218.69
13645,1380.86,1819.97,3324.78
13731.7,2652.81,2211.4,2567.01
14001.7,2184.5,1978.3,3031.23
11648.6,4142.53,1509.5,3227.29
18802.3,3413.98,2012.88,4117.03
11707.1,351.823,2233.21,2918.45
27511.2,4251.21,4530.22,4282.9
15601.6,3746.09,2296.84,4698.62
24017,2345.92,2330.94,4158.47
15462.8,3149.28,2447.16,3355.51
17377.7,3156.36,2862.7,4736.72
15322.6,2100.28,2024.11,4197.66
12997.2,2878.39,2545.05,2860.39
30974.7,4019.91,2022.67,6807.46
11861.2,2516.49,2453.68,2799.33
15815.6,5122.49,3270.22,3024.37
21712.8,2358.05,2001.59,5047.91
16050.5,1202.91,3119.65,2447.42
11427.5,-1127.18,4047.98,3260.17
15641.7,1852.71,2537.46,4709.67
11308.8,3814.89,1798.48,4759.3
9751.29,857.628,1939.48,2918.06
13352.2,998.887,1616.99,2763.44
14247.9,1059.92,1715.76,2630.48
15031.3,2193.54,3099.47,3711.18
14519.1,1732.25,893.02,5725.28
13029.1,3137.25,2357,2608.39
15680.9,2789.45,2150.2,2743.08
4033.03,6320.36,279.035,252.392
15461,2894.28,2410.75,3222.62
17949.9,3124.46,1475.14,2583.88
10907.3,179.84,2333.84,4427.54
12072.5,2222.52,1975.89,4738.14
15269.1,1877.91,2414.82,3420.74
15005,2707.48,2599.07,3396.64
13320,2481.09,2474.8,4530.9
12131,1424.32,1880.1,3840.88
15116.5,113.372,2624.53,2228.01
17763.1,4194.31,2311.54,5618.66
13353.8,2249.34,2070.24,2892.57
15912.6,1767.53,2573,4816.38
14906,3934.68,2729.47,2327.6
25742.2,8129.64,3387.79,5772.28
13259.7,4259.79,2570.76,4326.6
14181.9,3196.8,1868.28,2769.26
16851.2,2465.7,2704.18,3552.09
14480.9,1933.23,1825.67,3090.25
13324.7,-372.297,1204.63,3471.7
12361.8,1016.9,2480.37,2839.98
14231.7,1474.98,2830.94,3943.1
12851.4,556.604,2488.59,2411.48
14748.3,1124.75,1342.58,3457.53
14579.2,946.529,2138.55,2748.82
13043.7,3303.96,1775.88,4303.79
13129.8,866.136,1595.47,3354.66
13654.3,3056.68,2099.56,3749.07
12246.1,3244.55,1855.92,2972.54
11383.5,1326.17,2329.57,3122.31
15093.8,2197.79,2954.07,9438.76
15808.9,236.537,873.893,2848.63
34699.6,9882.49,5414.28,20950
18095.3,1451.35,1415.76,4844.16
12999.9,910.888,2006.77,2175.7
8812.73,2357.41,2876.3,2079.31
12096.4,2846.45,1984.58,2431.55
12582.7,1362.57,2007.33,2461.69
9578.4,4009.18,1729.86,2289.75
14107,1107.44,2812.61,4191.48
12823,43.0124,2174.72,2872.54
14788.7,1271.53,1865.11,3393.18
14117,5478.76,2045.44,2837.13
12490,1971.45,2348.64,3093.95
13891.1,3579.53,2672.46,2960.81
28294.1,12041.7,7158.01,5469.74
18729.6,136.917,3007.82,5771.27
12262,2130.9,2425.3,2101.47
13493.7,-171.921,1566.71,2692.76
12724.7,2142.43,1815.36,2601.15
13663,3075.46,1980.4,3823.71
15556.6,833.365,2207.35,3289.55
19490.4,4268.38,1802.46,3095.42
20582.4,1301.12,2608.25,5695.77
11492.7,904.167,1856.39,2884.25
14680.8,-183.419,1842.57,2664.24
12222.3,5832.26,3214.23,3552.12
11681.2,5425.95,1943.49,3038.83
16740.8,2171.42,1819.62,3808.19
11111.6,400.268,2437.55,2363.02
20629.3,1146.51,1972.24,5753.29
18309.5,3094.58,2912.57,5580.18
11912.9,-956.164,2541.18,2779.63
11330.7,71.9478,1966.98,3621.08
13192.9,1774.3,2025.94,3917.12
11485.1,-113.937,2407.11,3194.75
12921.5,3332.59,1838.2,3083.8
12497,600.64,1575.73,3889.71
14817.3,916.876,2730.18,2892.61
15789.8,2119.96,2174.45,2739.86
13168.3,1997.75,2265.66,3230.58
9621.55,3150.82,2305.53,1630.48
14281,2212.64,2509.94,3337.66
12293.1,1774.2,3363.87,3865.79
13393.4,2686.63,2328.46,1898.77
18739.6,4556.35,2609.94,6061.88
16185.7,9271.31,4156.18,12412.5
17597.1,2611.86,3248.75,3805.78
20737.7,15713.7,3784.52,4813.57
14501.2,234.075,3076.95,2857.17
16206,-1153.88,3251.9,6674.81
17459.2,3738.39,2972.96,4663.78
12627.7,2805.81,2051.1,4823.82
13531.9,3259.92,2062.98,2682.87
12010.3,1521.41,1262.4,3211.6
12745.9,2865.94,2746.27,3099.49
16394,3100.15,3052.86,4192.8
20827.8,2768.05,2443.92,6576.72
15372.5,822.728,2139.01,3933.16
11818.7,2348.08,1890.54,4842.92
12537.9,5442.26,2970.17,3913.59
12886.5,2763.49,2480.67,2797.79
14619.4,3488.11,1676.39,2530.09
13434.3,3353.17,2540.11,3137.84
18122.9,1920.39,3620.96,6712.34
15700.3,2048.05,2710.43,4264.27
11754,8951.35,3842.26,2908.82
7979.57,-927.33,2500.15,2630.06
13215.5,1753.48,3554.22,4039.1
14920.2,1466.91,2608.69,4039.03
13575.8,794.095,3620.94,4977.96
12067.3,4571.28,1026.33,3064.92
13983.5,2310.3,1492.79,2981.3
16517.2,2350.28,2741.43,4181.92
13078.2,3414.44,2514.71,2931.32
