Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
11670.3,2403.45,1939.29,1440.73
31929,2252.61,1576.49,3018.92
11682,1263.52,2942.09,3058.04
14384.6,2607.64,2152.81,2746.17
15695.2,10486.7,4892.83,7552.8
13839.7,5812.79,2469.41,3763.03
11169.2,2810.59,1001.55,2006.69
9454.1,1843.31,1729.84,1257.02
13224.1,3453.49,2041.83,1806.46
12812.9,1878.41,928.333,1653.23
9671.07,743.751,1913.27,1503.09
9981.15,1171.4,2017.38,2810.05
12062.7,2779.6,1442.63,2306.89
15161.6,0.667816,2066.59,4322.56
14364.9,3722.91,2542.04,3100.75
15558,2686.86,2287.41,3369.95
12525.3,2052.46,1667.88,3524.61
10444.6,3957.68,2111.93,2041.21
17987.2,2709.95,16036.7,3129.69
20564.4,8808.55,4550.83,5103.5
13806.1,1233.46,3194.89,3028.59
16340.8,3053.84,1786.23,3027.65
11016,1951.23,1758.72,2426.95
18830.8,3591.14,1977.76,2617.57
18292.3,1976.1,2207.59,2589.23
10383.8,1880.68,1503.39,2781.15
15510.8,2156.03,2860.1,3538.06
14029.2,423.799,1245.82,2010.9
13571.4,2119.9,2415.63,4362.99
11572.1,3131.15,2308.88,1888.82
31341.7,58702.5,20992.7,2064.72
11639.8,1971.81,820.104,942.743
19104.8,1479.67,1925.59,3108.78
12344.7,3678.42,1865.24,1896.18
12905.2,3537.94,2150.44,3140.23
15370.3,1596.32,2488.21,3529.47
8295.84,1496.13,1318.64,2447
13511.9,1979.41,2988.37,2308
8258.05,1202.3,1765.13,997.879
10799.4,626.325,1773.67,2309.19
18755.5,5767.3,3222.94,9576.78
12878.8,3302.18,1786.39,2217.78
11767.7,1421.4,2125.95,1735.4
11301,3393.67,1203.87,2177.94
11722.9,-886.851,1107.11,1974.95
9671.06,2131.02,1687.11,1900.38
10456.4,321.905,1322.19,2463.11
9086.35,485.868,2163.62,2427.76
11749.5,3533.81,1626.13,2340.12
12194.2,814.286,1450.77,2447.53
13830.6,2386.84,2444.98,2313.78
17870.7,3937.95,2440.81,3101.92
10641.5,3333.33,1816.85,4895.4
10167.2,1140.79,1535.22,1408.16
14838,3767.96,2054.34,3348.34
13825.9,2253.98,2250.3,2674.52
17729,726.748,2016.89,1909.06
9268.92,290.154,1803.08,2721.13
13774.8,2401.67,2047.3,2738.98
13086.9,3274.39,1455.25,3790.7
9162.6,2427.96,1476.19,1760.68
11762.5,4238.48,1709.82,2488.67
34555,18064.8,3703.3,3940.68
30477,4080.91,1857.18,3775.12
10409.5,2431.15,2510.32,1638.92
8931.93,2016.13,1594.27,2841.18
9523.48,632.296,1546.23,1995.67
13789.6,841.63,2525.57,3486.75
12209.3,1707.54,737.647,1523.19
12477.3,1645.63,829.802,2321.73
13771.2,2702.92,1417.52,3090.9
12347.8,2575.24,2530.29,3312.45
